X,Y,OBJECTID,Type,Name,Address,City,Zip,County,Certified,Organic,Certifie_1,Fruit,Vegetables,Herbs,Dairy,Egg,Beef,Poultry,Hog,Other_Anim,Other_Prod,Farm_Stand,Pick_your,Direct_Mea,CSA,Farmers_Ma,Wholesale,Restaurant,Agritouris,Education,X_Coord,Y_Coord,Website
-76.5570559402429,39.7044988359351,576,Farm,Julstep Farm,5352 Long Corner Road,White Hall,21161,Harford, , , , , , , , ,Yes, , ,Lamb, , , , , , , , , , ,-8522292.4839,4823093.3164,http://www.harfordfarms.com/farmdetails.php?farmid=324
-77.6325538503289,39.3257913825127,577,Farm,Jumbo's Pumpkin Patch,6521 Holter Rd,Middletown,21769,Frederick, , , , ,Yes, , , , , , , , , ,Yes, , , , , ,Yes, ,-8642016.3636,4768446.4162,http://www.jumbos.org/
-76.3079211292375,39.7186103093727,578,Farm,Just A Little Peace And Quiet Farm,1821 Ridge Road,Whiteford,21160,Harford, , , ,Yes,Yes, , , , , , , , , , , , ,Yes, , , , ,-8494558.9236,4825135.357,http://marylandsbest.net/producer/just-a-little-peace-and-quiet-farm/
-75.689196664104,38.2018874283024,579,Farm,K & M Farms,30654 Antioch Ave,Princess Anne,21853,Somerset, ,Yes, ,Yes,Yes, , , , , , , , , , , , , , , , , ,-8425682.8312,4607985.1237,http://marylandsbest.net/producer/k-m-farms/
-76.4372558440965,39.3881897800031,580,Farm,K. Martin Farms & Greenhouses,8839 Cowenton Ave.,Perry Hall,21128,Baltimore, , , , ,Yes,Yes, , , , , , , , , , ,Yes,Yes, ,Yes, , ,-8508956.3982,4777429.9527,http://www.locallectual.com/companies?sobi2task=sobi2details&catid=2&sobi2id=7360
-77.1196360531568,38.5438294709773,581,Farm,Karl's Farm,5550 Stuckey Road,Pisgah,20640,Charles, , , , ,Yes, , ,Yes, ,Yes, , , , , , ,Yes, , , , , ,-8584918.6156,4656538.112,http://www.karls-farm.com/
-76.3156382890437,39.5911659257599,582,Farm,Kate's Garden,2523 Bradfield Avenue,Bel Air,21015,Harford, , , , ,Yes, , , , , , , , , , , , , , , , , ,-8495417.9939,4806708.2764,http://www.harfordfarms.com/farmdetails.php?farmid=111
-76.6263359077045,38.508686559652,583,Farm,Kate's Koop,4650 Hallowing Point Road,Prince Frederick,20678,Calvert, , , , , , , ,Yes, , , ,"Lamb, Goat", ,Yes, , , , , , , , ,-8530004.6946,4651537.502,http://marylandsbest.net/producer/kate-s-koop/
-76.5022500418641,39.7062045729668,584,Farm,Kathleen Buppert,5016 Carea Rd,White Hall,21161,Harford, , , , ,Yes, , , , , , , , , , , , , , , , , ,-8516191.5192,4823340.1277,http://www.harfordfarms.com/farmdetails.php?farmid=107
-77.0222813174967,39.7101328671638,585,Farm,Kathryn's Way Farm,845 Humbert Schoolhouse Road,Westminster,21158,Carroll, , , , , , , , ,Yes, , , , ,Yes, , , , , , , , ,-8574081.136,4823908.5547,http://www.localharvest.org/kathryns-way-farm-m28896
-76.8507784031018,39.5181022860846,586,Farm,Kayam Farm At Pearlstone,5425 Mount Gilead Road,Reisterstown,21136,Baltimore, , , ,Yes,Yes, ,Yes,Yes, , , , ,Fungi, , , ,Yes,Yes, , ,Yes, ,-8554989.5189,4796159.3507,http://pearlstonecenter.org/ourfarm/
-76.3950547033392,39.5966925387826,587,Farm,"Kcc Natural Farms, LLC",2630 Rocks Road,Forest Hill,21050,Harford, , , , , , , ,Yes, ,Yes, ,Rabbit, ,Yes, , , ,Yes,Yes, , , ,-8504258.5887,4807506.6609,http://www.kccnaturalfarms.com
-77.0798485948381,38.6000367604119,588,Farm,Keep 'Em Buzzin Apiaries & Honey Bee Farm,5685 Bumpy Oak Rd,La Plata,20646,Charles, , , , , , , , , , , , ,Honey, , , , ,Yes, , , , ,-8580489.496,4664541.1299,http://marylandsbest.net/producer/keep-em-buzzin-apiaries-honey-bee-farm/
-76.3673250804492,38.1229606718152,589,Farm,Kellam's Seafood,16616 Three Notch Road,Ridge,20680,St. Mary's, , , , , , , , , , , , ,Seafood,Yes, , , , ,Yes, , , ,-8501171.7412,4596810.6238,http://www.kellamsseafood.com/
-76.3661865340986,38.8453328457806,590,Farm,Kent Fort Farm,135 Eastern Lane,Stevensville,21666,Queen Anne's, , , ,Yes,Yes, , , , , , , , ,Yes,Yes, , , , , ,Yes, ,-8501044.9988,4699540.9826,http://marylandsbest.net/producer/kent-fort-farm/
-76.19375442573,39.5654408855728,591,Farm,KeYes Creamery / Mount Felix Farm,2028 Level Rd.,Havre De Grace,21078,Harford, , , , , , ,Yes, , , , , , ,Yes, , , , ,Yes, , , ,-8481849.9443,4802992.8285,http://www.keyescreamery.com
-76.0577561913497,39.6803452898541,592,Farm,Kilby Cream,129 Strohmaier Lane,Rising Sun,21911,Cecil, , , , , , ,Yes,Yes, , , , , ,Yes, , , ,Yes,Yes, ,Yes, ,-8466710.6901,4819599.0782,http://marylandsbest.net/producer/kilby-cream/
-76.3826144335344,39.6438826612528,593,Farm,King Bee Aviary,3520 Grier Nursery Road,Street,21154,Harford, , , , , , , , , , , , ,Honey, , , , , , , , , ,-8502873.7442,4814326.4273,http://www.harfordfarms.com/farmdetails.php?farmid=282
-76.8497030101123,39.6860579570015,594,Farm,Kingdom Acres,4121 Schalk One Road,Manchester,21102,Carroll, , , ,Yes,Yes, , ,Yes, , , , , , , , , ,Yes, , , , ,-8554869.8067,4820425.4063,http://www.localharvest.org/kingdom-acres-farm-m17123
-76.5105913178921,38.8336137163073,595,Farm,Kings Coop, ,Shady Side,20764,Anne Arundel, , , , , , , ,Yes, , , , , , , , , , , , , , ,-8517120.06578,4697866.1112,http://localhens.com/farms/profile/kings-coop/
-75.8696129187678,38.9294136819385,596,Farm,Kings Organic Fruit,24029 Meadows Drive,Ridgely,21660,Caroline,Yes - USDA, , ,Yes, , , , , , , , , ,Yes,Yes, , , , , ,Yes, ,-8445766.6768,4711565.7257,http://kingsorganicfruit.com/
-77.3812650625285,39.1730898219558,597,Farm,Kingsbury's Orchard,19415 Peach Tree Rd,Dickerson,20842,Montgomery, , , ,Yes,Yes, , , , , , , ,Honey,Yes, , , ,Yes, , , , ,-8614043.0237,4746495.6187,http://www.kingsburysorchard.com
-76.3718585246503,39.5597639734975,598,Farm,Kirk's Farm,2 Forest Valley Drive,Forest Hill,21050,Harford, , , ,Yes,Yes, , , , , , , ,Honey, , , , ,Yes, , , , ,-8501676.4019,4802173.1021,http://www.harfordfarms.com/farmdetails.php?farmid=108
-76.8911214370844,39.7202113459065,599,Farm,Kite Hill Farm,2903 Mt. Ventus Rd,Manchester,21102,Carroll, , , , , , , ,Yes,Yes,Yes,Yes,Lamb, , , , , ,Yes, , , , ,-8559480.48488,4825367.06592,https://www.facebook.com/pages/kite-hill-farm-llc/143743065703758?sk=info&tab=page_info
-79.365996058202,39.5940967214036,600,Farm,Klotz's Corn & Pumpkins,240 Klotz Rd,Friendsville,21531,Garrett, , , ,Yes,Yes, , , ,Yes, , , , ,Yes, , , , , , , , ,-8834982.2675,4807131.6565,http://marylandsbest.net/producer/klotz-s-corn-pumpkins/
-77.142997852438,39.3762411334392,601,Farm,Knill's Farm Market,4001 W Watersville Rd,Mount Airy,21771,Carroll, , , ,Yes,Yes, , , ,Yes, , , , ,Yes, , , ,Yes, , , , ,-8587519.2392,4775709.0772,http://carrollbiz.org/inthenews/pdf/2013farmersmarketbro_web.pdf
-77.8877133080086,39.7003976683943,602,Farm,Knob Hall Winery,14108 St. Paul Rd.,Clear Spring,21722,Washington, , , ,Yes, , , , , , , , ,Vineyard, , , , , , , ,Yes, ,-8670420.5845,4822499.9237,http://www.knobhallwinery.com
-76.6558000255928,39.1115644557089,603,Farm,Knopp Farm,565 Old Oak Road,Severn,21144,Anne Arundel, , , ,Yes,Yes, , , , , , , , , , , , ,Yes, , , , ,-8533284.6252,4737664.846,http://marylandsbest.net/producer/knopp-farm/
-76.2928027111779,38.7899976937084,604,Farm,Know Good Farm,8721 Cummings Rd,Wittman,21676,Talbot, , , , , , , ,Yes, , , , , , , , , , , , , , ,-8492875.949,4691635.0298,http://mda.maryland.gov/foodfeedquality/documents/reg_lst.6.2015.pdf
-76.697147478471,39.4276917905236,605,Farm,Koinonia Farm,1400 Greenspring Valley Rd.,Stevenson,21153,Baltimore,Yes - USDA, , , , ,Yes, , , , , , , , , , , , ,Yes, , , ,-8537887.4026,4783121.2346,http://www.gramercymansion.com/koinonia-farm/
-76.4495874168536,39.7055791394078,606,Farm,Krafts In The Kupboard,5111 Fawn Grove Road,Pylesville,21132,Harford, , , , ,Yes, , , , , , , , , , , , , , , , , ,-8510329.1426,4823249.63,http://www.harfordfarms.com/farmdetails.php?farmid=116
-75.8888639482571,38.783809647849,607,Farm,Kraus Produce,6335 Ganeys Wharf Rd,Preston,21655,Caroline, , , ,Yes,Yes, , , , , , , , ,Yes, , , ,Yes, , , , ,-8447909.6916,4690751.3008,https://www.facebook.com/krausproduce2/info?tab=overview
-77.6952056254161,39.6471356750054,608,Farm,Kritter Lane Farms,995 Security Road,Hagerstown,21742,Washington, , , , , , , , , , , ,Rabbit, , , , , , , , , , ,-8648990.7273,4814796.7139,https://extension.umd.edu/agmarketing/farm-directory
-77.2239231031359,39.3257358276164,609,Farm,L & M Farm,28711 Clarksburg Rd,Damascus,20872,Montgomery, , , , ,Yes, , ,Yes,Yes,Yes, ,Lamb,Honey, , ,Yes, , , , , , ,-8596527.7969,4768438.4215,http://www.montgomerycountymd.gov/agservices/resources/files/publications/2015farmdirectory3rd.pdf
-79.3224013762158,39.5109611948742,610,Farm,Lakeside Creamery,20282 Garrett Highway,Deer Park,21550,Garrett, , , , , , ,Yes, , , , , , ,Yes, , , , ,Yes,Yes,Yes, ,-8830129.3297,4795128.9158,http://www.lakesidecreamery.com
-76.1637406673469,39.106162047546,611,Farm,Land's End Farm,23629 Lands End Rd,Chestertown,21620,Kent,Yes - USDA, , ,Yes,Yes, , ,Yes,Yes, , , , , , , , , , , , , ,-8478508.828,4736889.8035,http://marylandsbest.net/producer/land-s-end-farm/
-77.0640503326697,39.6391152156532,612,Farm,Langelo Farms,2001 Tyrone Road,Westminster,21158,Carroll, , , ,Yes,Yes, , ,Yes, ,Yes, , , ,Yes, , , , , , , , ,-8578730.8415,4813637.24,http://www.carrollag.org/farms/farmresultsdetail.cfm?id=311
-77.7435794300537,39.5794028185744,613,Farm,Larkspur Lane Farm,9701 Larkspur La,Hagerstown,21740,Washington, , , , , , , ,Yes, , , , , , , , , , , , , , ,-8654375.6746,4805009.1687,http://mda.maryland.gov/foodfeedquality/documents/reg_lst11.19.14.pdf
-77.1034812514488,39.3147964723858,614,Farm,Larriland Farms,2415 Woodbine Rd,Woodbine,21797,Howard, , , ,Yes,Yes, , , , , , , , ,Yes,Yes, , , , , ,Yes, ,-8583120.2713,4766864.303,http://www.pickyourown.com
-76.8342908321749,39.7130356018826,615,Farm,Lavender Hills Farm & CSA,4541 Baughman Mill Road,Lineboro,21088,Carroll, , , ,Yes,Yes,Yes, ,Yes, ,Yes, , ,Honey,Yes, , ,Yes,Yes, , , , ,-8553154.1309,4824328.6033,http://www.localharvest.org/lavender-hills-farm-m41615
-77.3785779068663,39.5885387847652,616,Farm,Lawyers Moonlight Maze,13001 Creagerstown Rd,Thurmont,21788,Frederick, , , , ,Yes, , , , , , , , , ,Yes, , , , , ,Yes, ,-8613743.8909,4806328.7772,http://www.lawyersfarm.com/home.html
-75.9085885210552,38.4902595680552,617,Farm,Layton's Chance Vineyards & Winery,4225 New Bridge Rd.,Vienna,21869,Dorchester, , , ,Yes, , , , , , , , ,Vineyard, ,Yes, , , , , ,Yes, ,-8450105.421,4648916.4351,http://www.laytonschance.com
-75.6764077455611,38.3819646634092,618,Farm,Lee-Jay Farms,6844 Rockawalkin Rd,Hebron,21830,Wicomico, , , ,Yes, , , , , , , , , , , , , , , , , , ,-8424259.1753,4633526.0229,http://www.mardelwatermelon.org/uploads/mar_2010_grower_list.pdf
-77.7515805886438,39.5178558225863,619,Farm,Legacy Manor,17758 Bakersville Road,Boonsboro,21713,Washington, , , ,Yes,Yes,Yes, ,Yes,Yes,Yes,Yes, ,Honey, , ,Yes, ,Yes, , , , ,-8655266.3595,4796123.7851,http://www.legacymanorfarm.com/
-76.2594390713199,39.5415401262639,620,Farm,Legends Vineyard,521 Asbury Rd.,Churchville,21028,Harford, , , ,Yes, , , , , , , , ,Vineyard,Yes, , , , ,Yes, ,Yes, ,-8489161.9256,4799542.0951,http://www.legendsvineyardmd.com/
-77.1542974675462,39.5727494593134,621,Farm,Lehigh View Farm,6 Hoff Rd,Union Bridge,21791,Carroll, , , ,Yes,Yes,Yes,Yes,Yes,Yes, , , ,Honey,Yes, , , ,Yes, , , , ,-8588777.1066,4804048.26,http://www.localharvest.org/lehigh-view-farm-m27688
-77.1128473417226,39.4800943806659,622,Farm,Leighton Castle Farms,3400 Buffalo Rd,New Windsor,21776,Carroll, , , , , , , ,Yes, , , , , , , , , , , , , , ,-8584162.8997,4790676.1584,http://mda.maryland.gov/foodfeedquality/documents/reg_lst.6.2015.pdf
-76.2386437677885,39.5625884429623,623,Farm,Level Beef,3019 Level Road,Churchville,21028,Harford, , , , , , , , ,Yes, , , , , , , , ,Yes,Yes, , , ,-8486847.003,4802580.9373,https://www.facebook.com/levelfarmbeef/timeline?ref=page_internal
-77.3886213592036,39.1656128402828,624,Farm,Lewis Orchard,18901 Peach Tree Rd,Dickerson,20842,Montgomery, , , ,Yes,Yes, ,Yes,Yes, , , , ,"Honey, Nuts",Yes,Yes, , , ,Yes, ,Yes, ,-8614861.9229,4745422.0309,http://www.lewisorchardfarmmarket.com/
-77.5812079569973,39.6446844634834,625,Farm,Lewis Orchards & Farm Market LLC,22610 Cavetown Church Road,Cavetown,21720,Washington, , , ,Yes,Yes, , , , , , , , ,Yes,Yes, , ,Yes, , ,Yes, ,-8636300.5649,4814442.3414,http://www.lewisorchards.com/
-76.8611481046857,39.4223646027907,626,Farm,Liberty Delight Farms,1633 Oakland Road,Reisterstown,21136,Baltimore, , , , , , , ,Yes,Yes,Yes,Yes,"Lamb, Rabbit",Dog Food, , ,Yes, ,Yes,Yes,Yes, , ,-8556143.8688,4782353.5279,http://www.libertydelightfarms.com
-76.85333528059,39.3944660600867,627,Farm,Liberty Farms,10807 Liberty Rd,Randallstown,21133,Baltimore, , , ,Yes,Yes,Yes, , , , , ,Lamb, ,Yes, , , , , , , , ,-8555274.1492,4778333.9971,http://marylandsbest.net/producer/liberty-farms/
-76.9430079293675,39.2217299441757,628,Farm,"Limestone Valley Farm, Inc",5450 Sheppard Lane,Clarksville,21029,Howard, , , , , , , , ,Yes, , , , , , , , , , , , , ,-8565256.4628,4753482.4345,"http://www.hceda.org/farms-agriculture/farm-search/limestone-valley-farm,-inc-%281%29.aspx"
-76.5605167025699,38.4500155052053,629,Farm,Linda's Plant & Produce,5980 Broomes Island Road,Port Republic,20676,Calvert, , , ,Yes,Yes, , , , , , , , ,Yes, , , , , , , , ,-8522677.7342,4643194.4236,http://marylandsbest.net/producer/linda-s-plant-and-produce/
-76.8667737331856,39.6703164259356,630,Farm,Lindemann's Apiary,3626 Millers Station Road,Manchester,21102,Carroll, , , ,Yes,Yes,Yes, , , , , , ,Honey, , , , ,Yes, , , , ,-8556770.1109,4818148.5845,http://marylandsbest.net/producer/lindemann-s-apiary/
-77.770668294533,39.5968848370375,631,Farm,Linden Hall Orchard,10224 Downsville Pike,Hagerstown,21740,Washington, , , ,Yes,Yes, , , , , , , , , , , , , , , ,Yes, ,-8657391.1932,4807534.4418,http://washco-agmarket.net/sites/default/files/farmguide2014.pdf
-77.1928447234618,39.423860740686,632,Farm,Linganore Winecellars At Berrywine Plantation,13601 Glissans Mill Rd,Mount Airy,21771,Frederick, , , ,Yes, , , , , , , , ,Vineyard,Yes, , , , , , ,Yes, ,-8593068.1675,4782569.132,http://www.linganorewines.com
-76.1211881559561,38.8197486320139,633,Farm,Little Ashby Vinyards,27549 Ashby Dr,Easton,21601,Talbot, , , ,Yes, , , , , , , , ,Vineyard,Yes, , , , , , ,Yes, ,-8473771.9041,4695884.9009,http://marylandsbest.net/producer/little-ashby-vineyards/
-76.4524629537225,39.6573894505356,634,Farm,"Little Creek Meadows, LLC",4327 Federal Hill Road,Street,21154,Harford, , , , , , , ,Yes, ,Yes, ,Lamb, ,Yes, , ,Yes,Yes, , , , ,-8510649.2459,4816279.242,http://www.littlecreekmeadows.com
-76.5604749066547,39.5916290152545,635,Farm,Little Gunpowder Farm,17028 Old York Rd,Monkton,21111,Baltimore, , , ,Yes,Yes,Yes, ,Yes, , , , , , , , ,Yes,Yes, ,Yes, , ,-8522673.0815,4806775.1727,http://www.littlegunpowderfarm.com/
-76.3279235545462,39.686197882115,636,Farm,Little Piedmont Farm,1313 Heaps Rd,Street,21154,Harford, , , ,Yes,Yes,Yes, ,Yes, , , , , ,Yes, , , , ,Yes,Yes, , ,-8496785.5834,4820445.6471,http://marylandsbest.net/producer/little-piedmont-farm/
-77.7621100079903,39.6128317395077,637,Farm,Little Rocky Knoll,17509 Dawn Drive,Hagerstown,21740,Washington, ,Yes, ,Yes,Yes,Yes, , , , , , , ,Yes, , , , , , , , ,-8656438.4891,4809838.5237,http://marylandsbest.net/producer/little-rocky-knoll/
-77.7671690807186,39.5638026875262,638,Farm,Litton's Produce And Berries,17435 Lappans Road,Fairplay,21733,Washington, , , ,Yes,Yes, , , , , , , , , , , , ,Yes, , , , ,-8657001.6625,4802756.2715,http://www.littonsberries.com
-76.8089943034185,39.6418124783901,639,Farm,Loch Haven Farm,4615 Beckleysville Rd,Hampstead,21074,Baltimore, , , , , , , ,Yes,Yes,Yes,Yes, , ,Yes, ,Yes, ,Yes, , , , ,-8550338.1342,4814027.1535,http://www.lochhavenfarm.com/
-77.2966199304599,39.5334131636591,640,Farm,Lock Farm,10703 Coppermine Road,Woodsboro,21798,Frederick, , , ,Yes,Yes,Yes, ,Yes,Yes,Yes,Yes, , ,Yes, , ,Yes, ,Yes, , , ,-8604620.3707,4798369.0148,http://lockfarm.net/
-76.0781599641645,39.2539024071779,641,Farm,Lockbriar Farms,10051 Worton Rd,Chestertown,21620,Kent, , , ,Yes,Yes,Yes, , , , , , , ,Yes,Yes, , ,Yes,Yes, ,Yes, ,-8468982.0277,4758106.4457,http://www.lockbriarfarms.com
-76.8228515541929,38.4411566544373,642,Farm,Locust Grove,9830 North Ryceville Road,Mechanicsville,20659,Charles, , , , , , ,Yes,Yes, , , , ,Nuts,Yes, , , , , , , , ,-8551880.7163,4641935.2765,http://www.charlescounty.org/webdocs/tourism/forms/agriculture.operating%20farms%20listing.pdf
-77.0243935900046,39.5152022902363,643,Farm,Locust Grove Farms,523 Warfieldsburg Road,Westminster,21157,Carroll, , , , , , , , ,Yes, , , , , , , , , , , , , ,-8574316.2731,4795740.8785,http://www.carrollag.org/farms/farmresultsdetail.cfm?id=17
-75.8277700899261,39.5585640243636,644,Farm,Locust Point Farm (Glenn Sensenig),430 Locust Point Road,Elkton,21921,Cecil, , , , , , ,Yes,Yes,Yes,Yes, , , ,Yes, , , , , , , , ,-8441108.7544,4801999.8422,http://www.ccgov.org/dept_ecdev/business_meat.cfm
-77.1745796219462,39.4770563713642,645,Farm,Loew Vineyards,14001 Liberty Rd,Mount Airy,21771,Frederick, , , ,Yes, , , , , , , , ,Vineyard,Yes, , , , , , ,Yes, ,-8591034.9057,4790238.0108,http://www.loewvineyards.net
-75.739960874933,38.9105204150322,646,Farm,Lohmeyer's Farm Inc.,11069 Knife Box Road,Denton,21629,Caroline, , , , , , , , , ,Yes, , , , , , , , , , , , ,-8431333.8773,4708862.4824,http://listings.findthecompany.com/l/19372841/lohmeyer-s-farm-inc-in-denton-md
-76.240994231289,39.5401484334374,647,Farm,Lohr's Orchard,3212 Snake Lane,Churchville,21028,Harford, , , ,Yes,Yes, , , , , , , , ,Yes,Yes, , ,Yes,Yes, ,Yes, ,-8487108.6554,4799341.2025,http://www.lohrsorchard.com/default.html
-78.0472815603732,39.6597843255001,648,Farm,Long Lost Friends Farm,12715 Pectonville Rd,Big Pool,21711,Washington, , , , , , , ,Yes, , , ,Goat, , , , , , , , , , ,-8688183.6411,4816625.5334,http://www.llffgoat.com/
-77.3275412549779,39.5604566978649,649,Farm,Longnecker Rabbit Farm,11923 Clyde Young Rd,Woodsboro,21798,Frederick, , , , , , , , , , , ,Rabbit, , , ,Yes, , , , , , ,-8608062.5168,4802273.1255,http://farmersmarket.discoverfrederickmd.com/html/detail.htm?url=farmersmarket/html/detail.htm&cat=113&store=1034
-76.4038290526741,38.1112746624195,650,Farm,Longpoint Farm,48348 Wynne Road,Ridge,20680,St. Mary's, , , , , , , , , , , ,Lamb, , , , , , , , , , ,-8505235.3448,4595157.1385,http://organicfarmfood.org/view/longpoint-farm
-77.0390472394992,38.6936973889671,651,Farm,Longview Farm,1511 Bryan Point Road,Accokeek,20607,Prince Georges, , , , ,Yes, , ,Yes,Yes, ,Yes, ,Flowers, , , , , , , , , ,-8575947.5099,4677890.8407,http://www.longviewfarmdc.com
-77.4204766639192,39.6291867970364,652,Farm,Lord Byron's Honey,P.O. Box 242,Thurmont,21788,Frederick, , , , , , , , , , , , ,Honey, , , , , , , , , ,-8618408.03916,4812202.1291,http://farmersmarket.discoverfrederickmd.com/html/detail.htm?url=farmersmarket/html/detail.htm&cat=128&store=1116
-77.0251002874521,39.3353755206585,653,Farm,Love Dove Farms LLC,14834 Old Frederick Road,Woodbine,21797,Howard, , , , ,Yes,Yes, ,Yes, , , , , , , , ,Yes,Yes, , , , ,-8574394.9423,4769825.7292,http://www.lovedovefarms.com
-77.0968128522789,39.5668958990509,654,Farm,Lovell Angus Organic Hay & Beef / Lovell Cattle Company,232 S. Springdale Road,New Windsor,21776,Carroll, ,Yes, , , , , , ,Yes, , , , , , ,Yes, , , , , , ,-8582377.9485,4803202.9382,http://www.lovellcattlecompany.com/index.html
-76.2757848377893,38.9729375707192,655,Farm,Lowery's Produce,1908 Main Street,Chester,21619,Queen Anne's, , , ,Yes,Yes,Yes, , , , , , , ,Yes, , , , , , , , ,-8490981.528,4717795.8528,http://marylandsbest.net/producer/lowery-s-produce/
-76.3209755376762,39.5838957938387,656,Farm,Lowman's Apiary,2005 Ruffs Mill Road,Bel Air,21014,Harford, , , , , , , , , , , , ,Honey, , , , , , , , , ,-8496012.1337,4805658.117,http://www.harfordfarms.com/farmdetails.php?farmid=120
-76.9769912935838,39.1009348173788,657,Farm,Lucky Clover Microfarm,1630 Briggs Chaney Rd,Silver Spring,20905,Montgomery, , , , ,Yes, , ,Yes, ,Yes, ,Rabbit, , , ,Yes,Yes, , , , , ,-8569039.4736,4736139.949,http://www.luckyclovermicrofarm.com/
-76.6571711619402,38.4067597021202,658,Farm,Lynndale Farm,26825 Lynndale Ct,Mechanicsville,20659,St. Mary's, , , ,Yes,Yes, , , , , , , , , , , , , , , , , ,-8533437.2594,4637047.7518,http://marylandsbest.net/producer/lynndale-farm/
-76.2989472425185,39.5441050257323,659,Farm,Mabel Kroh,603 Flintlock Drive,Bel Air,21015,Harford, , , , ,Yes, , , , , , , , , , , , , , , , , ,-8493559.9551,4799912.3521,http://www.harfordfarms.com/farmdetails.php?farmid=119
-76.9447607248448,39.6789993229121,660,Farm,Macbride & Gill Falcon Ridge Farm,3811 Back Woods Rd,Westminster,21158,Carroll, , , ,Yes, , , , , , , , , , , , , ,Yes, , , , ,-8565451.5831,4819404.3962,http://marylandsbest.net/producer/macbride-and-gill-falcon-ridge-farm/
-78.4915191404017,39.5207284142253,661,Farm,Macfarlane's Lantern,25800 Everhart Lane,Old Town,21555,Allegany,Yes - USDA, , ,Yes,Yes, , , , , , , ,Grain, , , , , , , , , ,-8737635.9423,4796538.3186,https://untappd.com/venue/250312
-76.5267355006151,39.6613150586974,662,Farm,Magness Dairy Farm & Musuem,4727 Harford Creamery Road,White Hall,21161,Harford, , , , , , ,Yes, , , , , ,Vegetable Oil, , , , , , , ,Yes, ,-8518917.228,4816846.8789,http://www.harfordfarms.com/farmdetails.php?farmid=146
-75.8810058149351,39.1888230167217,663,Farm,Magnolia Bread Company,3111 Sudlersville Road,Sudlersville,21558,Queen Anne's, , , , ,Yes,Yes, , , , , , ,"Baked Goods, Grains", , , , ,Yes,Yes,Yes, , ,-8447034.9282,4748755.0537,http://magnoliabreadco.com
-75.9771112231054,38.7367395827779,664,Farm,Malin Farms,4691 Frazier Neck Rd,Preston,21655,Caroline, , , ,Yes,Yes,Yes, , , , , , , ,Yes,Yes, , ,Yes,Yes, ,Yes, ,-8457733.3333,4684031.6257,http://www.localharvest.org/malin-farms-m3819
-77.683674474035,39.4563774773122,665,Farm,Many Rocks Farm,5127 Mt. Briar Road,Keedysville,21756,Washington, , , , , , ,Yes,Yes, ,Yes,Yes,Goat,Soap,Yes, , , ,Yes,Yes,Yes, , ,-8647707.0854,4787256.1688,http://www.manyrocksfarm.com
-76.9194552129356,39.1524668396059,666,Farm,"Maple Lawn Farms, Inc.",11788 Scaggsville Rd,Fulton,20759,Howard, , , , , , , , , ,Yes, , , ,Yes, , , , , , , , ,-8562634.5864,4743534.7296,http://www.maplelawn.com
-77.0952585943609,39.3215508876679,667,Farm,Maplewood Farm,2071 Woodbine Rd,Woodbine,21797,Howard, , , , , , , ,Yes, , , ,Lamb, , , , , , , , , , ,-8582204.9293,4767836.2005,http://mda.maryland.gov/foodfeedquality/documents/reg_lst.6.2015.pdf
-76.1855312152798,38.610346158958,668,Farm,"Marinetics, Inc.",6035 Castle Haven Rd,Cambridge,21613,Dorchester, , , , , , , , , , , , ,Shellfish, , , , , ,Yes, , , ,-8480934.5407,4666009.7031,http://www.choptanksweets.com
-76.3910950238899,39.6516473993654,669,Farm,"Maroamo Farm, Ma And Pa Holsteins",401 Glasgow Road,Street,21154,Harford, , , , , , ,Yes, , , , , , , , , , , , , , , ,-8503817.7992,4815449.0083,http://www.harfordfarms.com/farmdetails.php?farmid=19
-76.5740635943968,39.5892796889397,670,Farm,Marshall's Farm,3001 Shepperd Road,Monkton,21111,Baltimore, , , ,Yes,Yes, , , , , , , , , , , , ,Yes, , , , ,-8524185.7673,4806435.8018,http://jmarstables.webs.com/
-76.4866078116707,39.3540805458999,671,Farm,Martin Herb Farms,4929 Ridge Road,Baltimore,21237,Baltimore, , , ,Yes,Yes,Yes, ,Yes, ,Yes, , , ,Yes, , ,Yes,Yes,Yes,Yes, , ,-8514450.2341,4772518.2306,http://marylandsbest.net/producer/martin-herb-farms/
-75.8424988834943,39.0116251870295,672,Farm,Martin Miller Farm,24770 E Cherry Ln,Greensboro,21639,Caroline, ,Yes, , ,Yes, , , ,Yes, , ,Goat, , , , , , ,Yes,Yes,Yes, ,-8442748.3562,4723336.9177,http://marylandsbest.net/producer/martin-miller-farm/
-77.734441998749,39.4855311423664,673,Farm,Martins Meadow Poultry,18220 Mansfield,Keedysville,21756,Washington, , , , , , , , , ,Yes, , , , , , , , , , , , ,-8653358.5004,4791460.3065,http://washco-agmarket.net/sites/default/files/farmguide2014.pdf
-76.7951908859842,39.7118819046647,674,Farm,Martin's Orchard,5647 Lineboro Rd. East,Lineboro,21102,Carroll, , , ,Yes,Yes, , , , , , , , ,Yes, , , ,Yes, , , , ,-8548801.5448,4824161.6521,http://www.carrollag.org/pdf/farmdirectory.pdf
-77.7576074532586,39.7053861197236,675,Farm,Martins Poultry,17628 Reiff Church Rd,Hagerstown,21740,Washington, , , , , , , ,Yes, ,Yes, , , , , , , , , , , , ,-8655937.267,4823221.701,http://mda.maryland.gov/foodfeedquality/documents/reg_lst11.19.14.pdf
